,state,county,N
0,Alabama,Autauga,55036
1,Alabama,Baldwin,203360
2,Alabama,Barbour,26201
3,Alabama,Bibb,22580
4,Alabama,Blount,57667
5,Alabama,Bullock,10478
6,Alabama,Butler,20126
7,Alabama,Calhoun,115527
8,Alabama,Chambers,33895
9,Alabama,Cherokee,25855
10,Alabama,Chilton,43805
11,Alabama,Choctaw,13188
12,Alabama,Clarke,24625
13,Alabama,Clay,13407
14,Alabama,Cleburne,14939
15,Alabama,Coffee,51073
16,Alabama,Colbert,54435
17,Alabama,Conecuh,12649
18,Alabama,Coosa,10955
19,Alabama,Covington,37519
20,Alabama,Crenshaw,13866
21,Alabama,Cullman,81703
22,Alabama,Dale,49393
23,Alabama,Dallas,40755
24,Alabama,DeKalb,71194
25,Alabama,Elmore,80989
26,Alabama,Escambia,37621
27,Alabama,Etowah,103132
28,Alabama,Fayette,16657
29,Alabama,Franklin,31507
30,Alabama,Geneva,26572
31,Alabama,Greene,8533
32,Alabama,Hale,14995
33,Alabama,Henry,17110
34,Alabama,Houston,104108
35,Alabama,Jackson,52326
36,Alabama,Jefferson,659460
37,Alabama,Lamar,14021
38,Alabama,Lauderdale,92590
39,Alabama,Lawrence,33288
40,Alabama,Lee,156597
41,Alabama,Limestone,91695
42,Alabama,Lowndes,10362
43,Alabama,Macon,19358
44,Alabama,Madison,353213
45,Alabama,Marengo,19743
46,Alabama,Marion,30058
47,Alabama,Marshall,94738
48,Alabama,Mobile,414328
49,Alabama,Monroe,21745
50,Alabama,Montgomery,227120
51,Alabama,Morgan,119157
52,Alabama,Perry,9680
53,Alabama,Pickens,20170
54,Alabama,Pike,33287
55,Alabama,Randolph,22530
56,Alabama,Russell,58480
57,Alabama,St. Clair,86937
58,Alabama,Shelby,208721
59,Alabama,Sumter,13084
60,Alabama,Talladega,80888
61,Alabama,Tallapoosa,40756
62,Alabama,Tuscaloosa,204424
63,Alabama,Walker,64927
64,Alabama,Washington,16746
65,Alabama,Wilcox,10919
66,Alabama,Winston,23968
67,Alaska,Aleutians East ,3338
68,Alaska,Aleutians West Cens,5784
69,Alaska,Anchorage Munic,298225
70,Alaska,Bethel Cens,17957
71,Alaska,Bristol Bay ,917
72,Alaska,Denali ,2303
73,Alaska,Dillingham Cens,4974
74,Alaska,Fairbanks North Star ,100031
75,Alaska,Haines ,2537
76,Alaska,Hoonah-Angoon Cens,2146
77,Alaska,Juneau City and ,32434
78,Alaska,Kenai Peninsula ,57961
79,Alaska,Ketchikan Gateway ,13745
80,Alaska,Kodiak Island ,13773
81,Alaska,Kusilvak Cens,8129
82,Alaska,Lake and Peninsula ,1301
83,Alaska,Matanuska-Susitna ,101135
84,Alaska,Nome Cens,9869
85,Alaska,North Slope ,9757
86,Alaska,Northwest Arctic ,7715
87,Alaska,Petersburg ,3275
88,Alaska,Prince of Wales-Hyder Cens,6473
89,Alaska,Sitka City and ,8810
90,Alaska,Skagway Munic,1038
91,Alaska,Southeast Fairbanks Cens,6889
92,Alaska,Valdez-Cordova Cens,9439
93,Alaska,Wrangell City and ,2475
94,Alaska,Yakutat City and ,682
95,Alaska,Yukon-Koyukuk Cens,5453
96,Arizona,Apache,71602
97,Arizona,Cochise,126516
98,Arizona,Coconino,138639
99,Arizona,Gila,53145
100,Arizona,Graham,37700
101,Arizona,Greenlee,9368
102,Arizona,La Paz,20477
103,Arizona,Maricopa,4155501
104,Arizona,Mohave,204691
105,Arizona,Navajo,107902
106,Arizona,Pima,1007257
107,Arizona,Pinal,405537
108,Arizona,Santa Cruz,46358
109,Arizona,Yavapai,220972
110,Arizona,Yuma,204281
111,Arkansas,Arkansas,18352
112,Arkansas,Ashley,20771
113,Arkansas,Baxter,41093
114,Arkansas,Benton,251823
115,Arkansas,Boone,37212
116,Arkansas,Bradley,10994
117,Arkansas,Calhoun,5194
118,Arkansas,Carroll,27782
119,Arkansas,Chicot,11008
120,Arkansas,Clark,22495
121,Arkansas,Clay,15190
122,Arkansas,Cleburne,25361
123,Arkansas,Cleveland,8332
124,Arkansas,Columbia,23992
125,Arkansas,Conway,20954
126,Arkansas,Craighead,104246
127,Arkansas,Crawford,62119
128,Arkansas,Crittenden,49278
129,Arkansas,Cross,17164
130,Arkansas,Dallas,7585
131,Arkansas,Desha,12094
132,Arkansas,Drew,18620
133,Arkansas,Faulkner,121282
134,Arkansas,Franklin,17803
135,Arkansas,Fulton,12092
136,Arkansas,Garland,97994
137,Arkansas,Grant,18076
138,Arkansas,Greene,44197
139,Arkansas,Hempstead,22154
140,Arkansas,Hot Spring,33480
141,Arkansas,Howard,13472
142,Arkansas,Independence,37097
143,Arkansas,Izard,13521
144,Arkansas,Jackson,17429
145,Arkansas,Jefferson,71373
146,Arkansas,Johnson,26155
147,Arkansas,Lafayette,7051
148,Arkansas,Lawrence,16777
149,Arkansas,Lee,9614
150,Arkansas,Lincoln,13885
151,Arkansas,Little River,12494
152,Arkansas,Logan,21802
153,Arkansas,Lonoke,71568
154,Arkansas,Madison,15907
155,Arkansas,Marion,16374
156,Arkansas,Miller,43760
157,Arkansas,Mississippi,43534
158,Arkansas,Monroe,7420
159,Arkansas,Montgomery,9059
160,Arkansas,Nevada,8528
161,Arkansas,Newton,7898
162,Arkansas,Ouachita,24378
163,Arkansas,Perry,10320
164,Arkansas,Phillips,19518
165,Arkansas,Pike,10893
166,Arkansas,Poinsett,24098
167,Arkansas,Polk,20212
168,Arkansas,Pope,63372
169,Arkansas,Prairie,8309
170,Arkansas,Pulaski,392848
171,Arkansas,Randolph,17514
172,Arkansas,St. Francis,26688
173,Arkansas,Saline,116252
174,Arkansas,Scott,10584
175,Arkansas,Searcy,7925
176,Arkansas,Sebastian,127362
177,Arkansas,Sevier,17206
178,Arkansas,Sharp,17041
179,Arkansas,Stone,12443
180,Arkansas,Union,40022
181,Arkansas,Van Buren,16751
182,Arkansas,Washington,223683
183,Arkansas,White,78706
184,Arkansas,Woodruff,6763
185,Arkansas,Yell,21601
186,California,Alameda,1629615
187,California,Alpine,1203
188,California,Amador,37306
189,California,Butte,225207
190,California,Calaveras,45057
191,California,Colusa,21479
192,California,Contra Costa,1123678
193,California,Del Norte,27442
194,California,El Dorado,185015
195,California,Fresno,971616
196,California,Glenn,27935
197,California,Humboldt,135490
198,California,Imperial,179957
199,California,Inyo,18195
200,California,Kern,878744
201,California,Kings,150183
202,California,Lake,64095
203,California,Lassen,31470
204,California,Los Angeles,10105722
205,California,Madera,154440
206,California,Marin,260814
207,California,Mariposa,17658
208,California,Mendocino,87497
209,California,Merced,267390
210,California,Modoc,9017
211,California,Mono,14058
212,California,Monterey,433168
213,California,Napa,141005
214,California,Nevada,98838
215,California,Orange,3155816
216,California,Placer,374985
217,California,Plumas,18724
218,California,Riverside,2355002
219,California,Sacramento,1495400
220,California,San Benito,58671
221,California,San Bernardino,2121220
222,California,San Diego,3283665
223,California,San Francisco,864263
224,California,San Joaquin,724153
225,California,San Luis Obispo,280119
226,California,San Mateo,763450
227,California,Santa Barbara,442996
228,California,Santa Clara,1911226
229,California,Santa Cruz,273263
230,California,Shasta,178919
231,California,Sierra,2885
232,California,Siskiyou,43530
233,California,Solano,434981
234,California,Sonoma,500943
235,California,Stanislaus,535684
236,California,Sutter,95583
237,California,Tehama,63247
238,California,Trinity,13037
239,California,Tulare,458809
240,California,Tuolumne,53899
241,California,Ventura,847834
242,California,Yolo,212605
243,California,Yuba,74644
244,Colorado,Adams,487850
245,Colorado,Alamosa,16345
246,Colorado,Arapahoe,626612
247,Colorado,Archuleta,12592
248,Colorado,Baca,3581
249,Colorado,Bent,5806
250,Colorado,Boulder,316782
251,Colorado,Broomfield,64283
252,Colorado,Chaffee,18818
253,Colorado,Cheyenne,2127
254,Colorado,Clear Creek,9257
255,Colorado,Conejos,8147
256,Colorado,Costilla,3628
257,Colorado,Crowley,5514
258,Colorado,Custer,4505
259,Colorado,Delta,30217
260,Colorado,Denver,678467
261,Colorado,Dolores,1736
262,Colorado,Douglas,320940
263,Colorado,Eagle,53726
264,Colorado,Elbert,24553
265,Colorado,El Paso,674826
266,Colorado,Fremont,46601
267,Colorado,Garfield,57945
268,Colorado,Gilpin,5793
269,Colorado,Grand,14793
270,Colorado,Gunnison,16215
271,Colorado,Hinsdale,820
272,Colorado,Huerfano,6498
273,Colorado,Jackson,1372
274,Colorado,Jefferson,564029
275,Colorado,Kiowa,1368
276,Colorado,Kit Carson,7846
277,Colorado,Lake,7481
278,Colorado,La Plata,54469
279,Colorado,Larimer,330976
280,Colorado,Las Animas,14151
281,Colorado,Lincoln,5520
282,Colorado,Logan,21885
283,Colorado,Mesa,148798
284,Colorado,Mineral,834
285,Colorado,Moffat,13056
286,Colorado,Montezuma,25770
287,Colorado,Montrose,40908
288,Colorado,Morgan,28123
289,Colorado,Otero,18325
290,Colorado,Ouray,4653
291,Colorado,Park,16900
292,Colorado,Phillips,4327
293,Colorado,Pitkin,17747
294,Colorado,Prowers,12084
295,Colorado,Pueblo,163368
296,Colorado,Rio Blanco,6557
297,Colorado,Rio Grande,11430
298,Colorado,Routt,24359
299,Colorado,Saguache,6338
300,Colorado,San Juan,569
301,Colorado,San Miguel,7804
302,Colorado,Sedgwick,2357
303,Colorado,Summit,29722
304,Colorado,Teller,23769
305,Colorado,Washington,4809
306,Colorado,Weld,285729
307,Colorado,Yuma,10109
308,Connecticut,Fairfield,947328
309,Connecticut,Hartford,897417
310,Connecticut,Litchfield,184454
311,Connecticut,Middlesex,164110
312,Connecticut,New Haven,862127
313,Connecticut,New London,270772
314,Connecticut,Tolland,151596
315,Connecticut,Windham,116674
316,Delaware,Kent,173145
317,Delaware,New Castle,555036
318,Delaware,Sussex,215551
319,District of Columbia,District of C,672391
320,Florida,Alachua,259865
321,Florida,Baker,27537
322,Florida,Bay,180117
323,Florida,Bradford,26775
324,Florida,Brevard,568183
325,Florida,Broward,1890416
326,Florida,Calhoun,14458
327,Florida,Charlotte,173236
328,Florida,Citrus,141373
329,Florida,Clay,203291
330,Florida,Collier,356774
331,Florida,Columbia,68484
332,Florida,DeSoto,35675
333,Florida,Dixie,16323
334,Florida,Duval,912043
335,Florida,Escambia,309924
336,Florida,Flagler,105015
337,Florida,Franklin,11675
338,Florida,Gadsden,46113
339,Florida,Gilchrist,17191
340,Florida,Glades,13197
341,Florida,Gulf,16018
342,Florida,Hamilton,14238
343,Florida,Hardee,27326
344,Florida,Hendry,39064
345,Florida,Hernando,179144
346,Florida,Highlands,100177
347,Florida,Hillsborough,1351087
348,Florida,Holmes,19483
349,Florida,Indian River,147981
350,Florida,Jackson,48571
351,Florida,Jefferson,14085
352,Florida,Lafayette,8684
353,Florida,Lake,326215
354,Florida,Lee,700165
355,Florida,Leon,285890
356,Florida,Levy,39713
357,Florida,Liberty,8347
358,Florida,Madison,18518
359,Florida,Manatee,363542
360,Florida,Marion,343778
361,Florida,Martin,155719
362,Florida,Miami-Dade,2702602
363,Florida,Monroe,76745
364,Florida,Nassau,78435
365,Florida,Okaloosa,197591
366,Florida,Okeechobee,40228
367,Florida,Orange,1290216
368,Florida,Osceola,325168
369,Florida,Palm Beach,1426772
370,Florida,Pasco,498136
371,Florida,Pinellas,949842
372,Florida,Polk,652256
373,Florida,Putnam,72435
374,Florida,St. Johns,226578
375,Florida,St. Lucie,298763
376,Florida,Santa Rosa,166778
377,Florida,Sarasota,404839
378,Florida,Seminole,449260
379,Florida,Sumter,116754
380,Florida,Suwannee,43814
381,Florida,Taylor,22350
382,Florida,Union,15300
383,Florida,Volusia,518660
384,Florida,Wakulla,31586
385,Florida,Walton,63457
386,Florida,Washington,24472
387,Georgia,Appling,18471
388,Georgia,Atkinson,8313
389,Georgia,Bacon,11279
390,Georgia,Baker,3251
391,Georgia,Baldwin,45527
392,Georgia,Banks,18363
393,Georgia,Barrow,75099
394,Georgia,Bartow,102623
395,Georgia,Ben Hill,17272
396,Georgia,Berrien,19014
397,Georgia,Bibb,153923
398,Georgia,Bleckley,12779
399,Georgia,Brantley,18411
400,Georgia,Brooks,15629
401,Georgia,Bryan,34883
402,Georgia,Bulloch,73742
403,Georgia,Burke,22645
404,Georgia,Butts,23556
405,Georgia,Calhoun,6503
406,Georgia,Camden,52252
407,Georgia,Candler,10894
408,Georgia,Carroll,114898
409,Georgia,Catoosa,65870
410,Georgia,Charlton,12963
411,Georgia,Chatham,285506
412,Georgia,Chattahoochee,11096
413,Georgia,Chattooga,24880
414,Georgia,Cherokee,235896
415,Georgia,Clarke,123554
416,Georgia,Clay,3024
417,Georgia,Clayton,274150
418,Georgia,Clinch,6788
419,Georgia,Cobb,739072
420,Georgia,Coffee,43048
421,Georgia,Colquitt,45890
422,Georgia,Columbia,143723
423,Georgia,Cook,17190
424,Georgia,Coweta,138015
425,Georgia,Crawford,12385
426,Georgia,Crisp,23005
427,Georgia,Dade,16282
428,Georgia,Dawson,23397
429,Georgia,Decatur,27023
430,Georgia,DeKalb,736066
431,Georgia,Dodge,21063
432,Georgia,Dooly,14053
433,Georgia,Dougherty,91522
434,Georgia,Douglas,140152
435,Georgia,Early,10405
436,Georgia,Echols,4011
437,Georgia,Effingham,57087
438,Georgia,Elbert,19288
439,Georgia,Emanuel,22502
440,Georgia,Evans,10757
441,Georgia,Fannin,24480
442,Georgia,Fayette,110306
443,Georgia,Floyd,96471
444,Georgia,Forsyth,211300
445,Georgia,Franklin,22328
446,Georgia,Fulton,1010420
447,Georgia,Gilmer,29614
448,Georgia,Glascock,3027
449,Georgia,Glynn,83467
450,Georgia,Gordon,56424
451,Georgia,Grady,25048
452,Georgia,Greene,16732
453,Georgia,Gwinnett,889954
454,Georgia,Habersham,43878
455,Georgia,Hall,192865
456,Georgia,Hancock,8667
457,Georgia,Haralson,28722
458,Georgia,Harris,33198
459,Georgia,Hart,25535
460,Georgia,Heard,11607
461,Georgia,Henry,217506
462,Georgia,Houston,150341
463,Georgia,Irwin,9278
464,Georgia,Jackson,63851
465,Georgia,Jasper,13732
466,Georgia,Jeff Davis,14999
467,Georgia,Jefferson,15954
468,Georgia,Jenkins,8929
469,Georgia,Johnson,9800
470,Georgia,Jones,28540
471,Georgia,Lamar,18282
472,Georgia,Lanier,10388
473,Georgia,Laurens,47451
474,Georgia,Lee,29216
475,Georgia,Liberty,62120
476,Georgia,Lincoln,7768
477,Georgia,Long,17857
478,Georgia,Lowndes,113941
479,Georgia,Lumpkin,31567
480,Georgia,McDuffie,21488
481,Georgia,McIntosh,14061
482,Georgia,Macon,13675
483,Georgia,Madison,28600
484,Georgia,Marion,8558
485,Georgia,Meriwether,21152
486,Georgia,Miller,5884
487,Georgia,Mitchell,22574
488,Georgia,Monroe,26795
489,Georgia,Montgomery,8962
490,Georgia,Morgan,18013
491,Georgia,Murray,39444
492,Georgia,Muscogee,198647
493,Georgia,Newton,105042
494,Georgia,Oconee,35972
495,Georgia,Oglethorpe,14654
496,Georgia,Paulding,152399
497,Georgia,Peach,27027
498,Georgia,Pickens,30343
499,Georgia,Pierce,19141
500,Georgia,Pike,17919
501,Georgia,Polk,41444
502,Georgia,Pulaski,11396
503,Georgia,Putnam,21430
504,Georgia,Quitman,2140
505,Georgia,Rabun,16354
506,Georgia,Randolph,7206
507,Georgia,Richmond,201568
508,Georgia,Rockdale,88482
509,Georgia,Schley,5168
510,Georgia,Screven,14037
511,Georgia,Seminole,8549
512,Georgia,Spalding,64192
513,Georgia,Stephens,25625
514,Georgia,Stewart,5832
515,Georgia,Sumter,30687
516,Georgia,Talbot,6423
517,Georgia,Taliaferro,1844
518,Georgia,Tattnall,25402
519,Georgia,Taylor,8267
520,Georgia,Telfair,16339
521,Georgia,Terrell,8978
522,Georgia,Thomas,44909
523,Georgia,Tift,40531
524,Georgia,Toombs,27160
525,Georgia,Towns,11173
526,Georgia,Treutlen,6752
527,Georgia,Troup,69433
528,Georgia,Turner,8036
529,Georgia,Twiggs,8323
530,Georgia,Union,22262
531,Georgia,Upson,26241
532,Georgia,Walker,68609
533,Georgia,Walton,88695
534,Georgia,Ware,35688
535,Georgia,Warren,5410
536,Georgia,Washington,20506
537,Georgia,Wayne,29833
538,Georgia,Webster,2627
539,Georgia,Wheeler,7952
540,Georgia,White,28509
541,Georgia,Whitfield,103963
542,Georgia,Wilcox,8896
543,Georgia,Wilkes,9905
544,Georgia,Wilkinson,9147
545,Georgia,Worth,20809
546,Hawaii,Hawaii,196325
547,Hawaii,Honolulu,990060
548,Hawaii,Kalawao,86
549,Hawaii,Kauai,71093
550,Hawaii,Maui,164094
551,Idaho,Ada,435117
552,Idaho,Adams,3946
553,Idaho,Bannock,84113
554,Idaho,Bear Lake,5942
555,Idaho,Benewah,9050
556,Idaho,Bingham,45369
557,Idaho,Blaine,21583
558,Idaho,Boise,6968
559,Idaho,Bonner,41855
560,Idaho,Bonneville,110404
561,Idaho,Boundary,11323
562,Idaho,Butte,2613
563,Idaho,Camas,886
564,Idaho,Canyon,207027
565,Idaho,Caribou,6862
566,Idaho,Cassia,23472
567,Idaho,Clark,1055
568,Idaho,Clearwater,8533
569,Idaho,Custer,4141
570,Idaho,Elmore,26232
571,Idaho,Franklin,13120
572,Idaho,Fremont,12889
573,Idaho,Gem,16850
574,Idaho,Gooding,15110
575,Idaho,Idaho,16275
576,Idaho,Jefferson,27410
577,Idaho,Jerome,23039
578,Idaho,Kootenai,150128
579,Idaho,Latah,38697
580,Idaho,Lemhi,7755
581,Idaho,Lewis,3824
582,Idaho,Lincoln,5296
583,Idaho,Madison,38241
584,Idaho,Minidoka,20448
585,Idaho,Nez Perce,40014
586,Idaho,Oneida,4284
587,Idaho,Owyhee,11384
588,Idaho,Payette,22839
589,Idaho,Power,7667
590,Idaho,Shoshone,12490
591,Idaho,Teton,10776
592,Idaho,Twin Falls,82248
593,Idaho,Valley,10104
594,Idaho,Washington,9996
595,Illinois,Adams,66787
596,Illinois,Alexander,6776
597,Illinois,Bond,17034
598,Illinois,Boone,53638
599,Illinois,Brown,6791
600,Illinois,Bureau,33619
601,Illinois,Calhoun,4897
602,Illinois,Carroll,14704
603,Illinois,Cass,12880
604,Illinois,Champaign,207946
605,Illinois,Christian,33562
606,Illinois,Clark,15924
607,Illinois,Clay,13393
608,Illinois,Clinton,37640
609,Illinois,Coles,52540
610,Illinois,Cook,5238541
611,Illinois,Crawford,19214
612,Illinois,Cumberland,10899
613,Illinois,DeKalb,104473
614,Illinois,De Witt,16176
615,Illinois,Douglas,19830
616,Illinois,DuPage,931826
617,Illinois,Edgar,17603
618,Illinois,Edwards,6570
619,Illinois,Effingham,34164
620,Illinois,Fayette,21980
621,Illinois,Ford,13470
622,Illinois,Franklin,39302
623,Illinois,Fulton,35733
624,Illinois,Gallatin,5226
625,Illinois,Greene,13311
626,Illinois,Grundy,50333
627,Illinois,Hamilton,8259
628,Illinois,Hancock,18264
629,Illinois,Hardin,4161
630,Illinois,Henderson,6927
631,Illinois,Henry,49649
632,Illinois,Iroquois,28457
633,Illinois,Jackson,59115
634,Illinois,Jasper,9608
635,Illinois,Jefferson,38358
636,Illinois,Jersey,22215
637,Illinois,Jo Daviess,22046
638,Illinois,Johnson,12899
639,Illinois,Kane,529402
640,Illinois,Kankakee,110801
641,Illinois,Kendall,122933
642,Illinois,Knox,51374
643,Illinois,Lake,704476
644,Illinois,LaSalle,111151
645,Illinois,Lawrence,16457
646,Illinois,Lee,34670
647,Illinois,Livingston,36812
648,Illinois,Logan,29488
649,Illinois,McDonough,31597
650,Illinois,McHenry,308043
651,Illinois,McLean,173231
652,Illinois,Macon,107587
653,Illinois,Macoupin,45960
654,Illinois,Madison,266153
655,Illinois,Marion,38305
656,Illinois,Marshall,11925
657,Illinois,Mason,13904
658,Illinois,Massac,14594
659,Illinois,Menard,12416
660,Illinois,Mercer,15794
661,Illinois,Monroe,33739
662,Illinois,Montgomery,29173
663,Illinois,Morgan,34442
664,Illinois,Moultrie,14711
665,Illinois,Ogle,51619
666,Illinois,Peoria,186145
667,Illinois,Perry,21467
668,Illinois,Piatt,16433
669,Illinois,Pike,15930
670,Illinois,Pope,4360
671,Illinois,Pulaski,5691
672,Illinois,Putnam,5771
673,Illinois,Randolph,32829
674,Illinois,Richland,15953
675,Illinois,Rock Island,146205
676,Illinois,St. Clair,264433
677,Illinois,Saline,24430
678,Illinois,Sangamon,198134
679,Illinois,Schuyler,7181
680,Illinois,Scott,5109
681,Illinois,Shelby,21906
682,Illinois,Stark,5551
683,Illinois,Stephenson,45839
684,Illinois,Tazewell,134695
685,Illinois,Union,17267
686,Illinois,Vermilion,79207
687,Illinois,Wabash,11568
688,Illinois,Warren,17429
689,Illinois,Washington,14260
690,Illinois,Wayne,16569
691,Illinois,White,14186
692,Illinois,Whiteside,56823
693,Illinois,Will,687727
694,Illinois,Williamson,67477
695,Illinois,Winnebago,287512
696,Illinois,Woodford,38942
697,Indiana,Adams,35018
698,Indiana,Allen,367747
699,Indiana,Bartholomew,81024
700,Indiana,Benton,8685
701,Indiana,Blackford,12214
702,Indiana,Boone,63013
703,Indiana,Brown,15007
704,Indiana,Carroll,19994
705,Indiana,Cass,38248
706,Indiana,Clark,114893
707,Indiana,Clay,26375
708,Indiana,Clinton,32455
709,Indiana,Crawford,10598
710,Indiana,Daviess,32777
711,Indiana,Dearborn,49564
712,Indiana,Decatur,26480
713,Indiana,DeKalb,42524
714,Indiana,Delaware,115938
715,Indiana,Dubois,42379
716,Indiana,Elkhart,202924
717,Indiana,Fayette,23426
718,Indiana,Floyd,76481
719,Indiana,Fountain,16620
720,Indiana,Franklin,22835
721,Indiana,Fulton,20296
722,Indiana,Gibson,33596
723,Indiana,Grant,67615
724,Indiana,Greene,32431
725,Indiana,Hamilton,309687
726,Indiana,Hancock,72776
727,Indiana,Harrison,39450
728,Indiana,Hendricks,158170
729,Indiana,Henry,48649
730,Indiana,Howard,82457
731,Indiana,Huntington,36520
732,Indiana,Jackson,43779
733,Indiana,Jasper,33448
734,Indiana,Jay,21107
735,Indiana,Jefferson,32293
736,Indiana,Jennings,27840
737,Indiana,Johnson,149359
738,Indiana,Knox,37763
739,Indiana,Kosciusko,78720
740,Indiana,LaGrange,38720
741,Indiana,Lake,488694
742,Indiana,LaPorte,110839
743,Indiana,Lawrence,45669
744,Indiana,Madison,129641
745,Indiana,Marion,939964
746,Indiana,Marshall,46752
747,Indiana,Martin,10219
748,Indiana,Miami,36035
749,Indiana,Monroe,144436
750,Indiana,Montgomery,38288
751,Indiana,Morgan,69533
752,Indiana,Newton,14056
753,Indiana,Noble,47421
754,Indiana,Ohio,5911
755,Indiana,Orange,19623
756,Indiana,Owen,20957
757,Indiana,Parke,17062
758,Indiana,Perry,19229
759,Indiana,Pike,12471
760,Indiana,Porter,167391
761,Indiana,Posey,25599
762,Indiana,Pulaski,12761
763,Indiana,Putnam,37543
764,Indiana,Randolph,25203
765,Indiana,Ripley,28372
766,Indiana,Rush,16765
767,Indiana,St. Joseph,268613
768,Indiana,Scott,23722
769,Indiana,Shelby,44339
770,Indiana,Spencer,20610
771,Indiana,Starke,22966
772,Indiana,Steuben,34459
773,Indiana,Sullivan,20900
774,Indiana,Switzerland,10617
775,Indiana,Tippecanoe,186081
776,Indiana,Tipton,15290
777,Indiana,Union,7225
778,Indiana,Vanderburgh,181831
779,Indiana,Vermillion,15644
780,Indiana,Vigo,107723
781,Indiana,Wabash,31848
782,Indiana,Warren,8269
783,Indiana,Warrick,61581
784,Indiana,Washington,27807
785,Indiana,Wayne,66972
786,Indiana,Wells,27832
787,Indiana,White,24279
788,Indiana,Whitley,33481
789,Iowa,Adair,7192
790,Iowa,Adams,3785
791,Iowa,Allamakee,13940
792,Iowa,Appanoose,12547
793,Iowa,Audubon,5711
794,Iowa,Benton,25646
795,Iowa,Black Hawk,132960
796,Iowa,Boone,26381
797,Iowa,Bremer,24741
798,Iowa,Buchanan,21101
799,Iowa,Buena Vista,20369
800,Iowa,Butler,14822
801,Iowa,Calhoun,9814
802,Iowa,Carroll,20428
803,Iowa,Cass,13327
804,Iowa,Cedar,18368
805,Iowa,Cerro Gordo,43134
806,Iowa,Cherokee,11577
807,Iowa,Chickasaw,12140
808,Iowa,Clarke,9267
809,Iowa,Clay,16387
810,Iowa,Clayton,17711
811,Iowa,Clinton,47587
812,Iowa,Crawford,17131
813,Iowa,Dallas,80864
814,Iowa,Davis,8834
815,Iowa,Decatur,8105
816,Iowa,Delaware,17326
817,Iowa,Des Moines,39876
818,Iowa,Dickinson,17000
819,Iowa,Dubuque,96571
820,Iowa,Emmet,9661
821,Iowa,Fayette,20139
822,Iowa,Floyd,15904
823,Iowa,Franklin,10326
824,Iowa,Fremont,6985
825,Iowa,Greene,9046
826,Iowa,Grundy,12354
827,Iowa,Guthrie,10664
828,Iowa,Hamilton,15201
829,Iowa,Hancock,10971
830,Iowa,Hardin,17239
831,Iowa,Harrison,14196
832,Iowa,Henry,19865
833,Iowa,Howard,9321
834,Iowa,Humboldt,9586
835,Iowa,Ida,6965
836,Iowa,Iowa,16231
837,Iowa,Jackson,19409
838,Iowa,Jasper,36789
839,Iowa,Jefferson,17945
840,Iowa,Johnson,144425
841,Iowa,Jones,20468
842,Iowa,Keokuk,10223
843,Iowa,Kossuth,15166
844,Iowa,Lee,34785
845,Iowa,Linn,220008
846,Iowa,Louisa,11238
847,Iowa,Lucas,8600
848,Iowa,Lyon,11745
849,Iowa,Madison,15720
850,Iowa,Mahaska,22301
851,Iowa,Marion,33127
852,Iowa,Marshall,40476
853,Iowa,Mills,14933
854,Iowa,Mitchell,10663
855,Iowa,Monona,8865
856,Iowa,Monroe,7912
857,Iowa,Montgomery,10239
858,Iowa,Muscatine,42923
859,Iowa,O'Brien,13944
860,Iowa,Osceola,6149
861,Iowa,Page,15393
862,Iowa,Palo Alto,9110
863,Iowa,Plymouth,25027
864,Iowa,Pocahontas,6972
865,Iowa,Polk,467235
866,Iowa,Pottawattamie,93287
867,Iowa,Poweshiek,18428
868,Iowa,Ringgold,4986
869,Iowa,Sac,9936
870,Iowa,Scott,171493
871,Iowa,Shelby,11772
872,Iowa,Sioux,34692
873,Iowa,Story,95888
874,Iowa,Tama,17236
875,Iowa,Taylor,6214
876,Iowa,Union,12497
877,Iowa,Van Buren,7308
878,Iowa,Wapello,35321
879,Iowa,Warren,48630
880,Iowa,Washington,22095
881,Iowa,Wayne,6405
882,Iowa,Webster,36945
883,Iowa,Winnebago,10545
884,Iowa,Winneshiek,20575
885,Iowa,Woodbury,102397
886,Iowa,Worth,7502
887,Iowa,Wright,12864
888,Kansas,Allen,12752
889,Kansas,Anderson,7840
890,Kansas,Atchison,16466
891,Kansas,Barber,4905
892,Kansas,Barton,27067
893,Kansas,Bourbon,14757
894,Kansas,Brown,9736
895,Kansas,Butler,66260
896,Kansas,Chase,2665
897,Kansas,Chautauqua,3425
898,Kansas,Cherokee,20501
899,Kansas,Cheyenne,2677
900,Kansas,Clark,2089
901,Kansas,Clay,8203
902,Kansas,Cloud,9191
903,Kansas,Coffey,8328
904,Kansas,Comanche,1741
905,Kansas,Cowley,35732
906,Kansas,Crawford,39099
907,Kansas,Decatur,2891
908,Kansas,Dickinson,19162
909,Kansas,Doniphan,7790
910,Kansas,Douglas,117806
911,Kansas,Edwards,2946
912,Kansas,Elk,2581
913,Kansas,Ellis,28877
914,Kansas,Ellsworth,6331
915,Kansas,Finney,37097
916,Kansas,Ford,34658
917,Kansas,Franklin,25599
918,Kansas,Geary,35796
919,Kansas,Gove,2632
920,Kansas,Graham,2561
921,Kansas,Grant,7716
922,Kansas,Gray,6004
923,Kansas,Greeley,1210
924,Kansas,Greenwood,6227
925,Kansas,Hamilton,2621
926,Kansas,Harper,5746
927,Kansas,Harvey,34683
928,Kansas,Haskell,4081
929,Kansas,Hodgeman,1875
930,Kansas,Jackson,13322
